Company Name,Position,Location,Date Posted,Job URL,Time Span
Cataldo Community Residential,Mental Health Clinician,"Spokane, WA 99206",,https://www.indeed.com/rc/clk?jk=20c68c32ee82d63f&bb=PDEcVaZcv7mwK20ZERWI_vxhuB1dQZtNhcPQw1bydkS3KFXYMpLttqauzNp33Ybt5SlHug7KUJWDv3x8SnVejrMTqf-fR3TcYxpGv0xN2yBipBgvumh0Z80J-McaTsH-Gje774xe_xM%3D&xkcb=SoBQ67M34ddr0JyT9B0KbzkdCdPP&fccid=89e5d4ca722f70a8&cmp=Andrews-Care-Inc.&ti=Mental+Health+Technician&vjs=3,14Days
Raptor Rooter and Plumbing,Entry-Level Plumber,"Spokane, WA 99205",,https://www.indeed.com/rc/clk?jk=dad6b9d1f4c8ea2f&bb=PDEcVaZcv7mwK20ZERWI_qZRkNFTz5mTDBTr74DX1B3kjn6-9LLwG1Ad1vIq4IZQoYhzhCnnxK3DpIv6jIXdFEyiPBoWQVa2uffpIRKl0SaV1hV3qXZBx79rsI4cA5VX&xkcb=SoDN67M34ddr0JyT9B0JbzkdCdPP&fccid=9a4a193a19045852&vjs=3,14Days
Goodwill Industries of the Inland Northwest,E-Commerce Shipping Clerk,"Spokane, WA 99202 
(East Central area)",,https://www.indeed.com/rc/clk?jk=3babbe893bf86446&bb=PDEcVaZcv7mwK20ZERWI_uLWVOcLL93xRl5_4ZXjqXuMJcrCbwetPGrq8OmvG1WpA0c-I24evSFSFi7j6cMud1jU2FcFT3WXqke3__wpRtd_vxTCtG0a6WBQGs2ZpIXr&xkcb=SoB567M34ddr0JyT9B0IbzkdCdPP&fccid=17a3b87fb92b330b&vjs=3,14Days
Life Maid Better,House Cleaner,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=d837950331b9cd7c&bb=PDEcVaZcv7mwK20ZERWI_i0kTs_GUWf-5wR62ogIgLK4g4h3z7IP_5iYphVNOcuKB0w1h8AVeBX7N_QGNCVuXiXqQXu2IZZttIbxmvno6ukeUyUcJwkhQepB14cm3cKQkgUkkaMAKbo%3D&xkcb=SoD367M34ddr0JyT9B0PbzkdCdPP&fccid=76b196de4791f488&cmp=Life-Maid-Better&ti=House+Cleaner&vjs=3,14Days
MultiCare Health System,NPD Generalist System,"Spokane, WA 99201",,https://www.indeed.com/rc/clk?jk=e798cd882bfcd036&bb=PDEcVaZcv7mwK20ZERWI_v3rhSCrY8YvTKNNMET-19_wdfFUuLhpOgBtTFaJWaS5ZzRAPUwg-1veRoftzlE2cPK5GolcaglIAflBtS3Easq62Cb7c8QhEQ%3D%3D&xkcb=SoBD67M34ddr0JyT9B0ObzkdCdPP&fccid=26ee6e42d73a12ff&vjs=3,14Days
Dairy Queen,Front Counter Crew Member,"Spokane, WA 99223 
(Moran Prairie area)",,https://www.indeed.com/rc/clk?jk=d3258f33d80b64ae&bb=PDEcVaZcv7mwK20ZERWI_nJqN8EtJ9znwZqU1WY2-q9mCjh2MbUWdiUIhIcsVWg2jdiZwRB1EASOn8c5pkwzeB2c4coCm0hebDzGdsMRSA_4L1HdSzSMLdqjqTy9FSOS&xkcb=SoDe67M34ddr0JyT9B0NbzkdCdPP&fccid=999cdc81874b9237&vjs=3,14Days
Community Concept,Medical Coordinator,"Spokane, WA 99218",,https://www.indeed.com/rc/clk?jk=a9bf14e4fb781e72&bb=PDEcVaZcv7mwK20ZERWI_szIXSua62i5oGTNb3239L2luLc7dTF_NEmDgI4pWHnjxE0I_6R01CwdP4Rhd5wxB4skT99H1JNKuAhwqKCSX7CdunmKyBv9u9DqsJr7bj9s&xkcb=SoBq67M34ddr0JyT9B0MbzkdCdPP&fccid=767aebb8b397018d&cmp=Community-Concept&ti=Medical+Coordinator&vjs=3,14Days
Rockwood Retirement Communities,Dishwasher,"Spokane, WA 99218",,https://www.indeed.com/rc/clk?jk=697adf1567476c2c&bb=PDEcVaZcv7mwK20ZERWI_gEoxgRTrUTGekhMAqnvBYCb_qTatDnHEnUSma1Em2LeO8_joueLE2urNyHkiML6LgnGrnO9U-ySclwG-uCGItV7QRL4eqwdDZ53aZfrUtRj&xkcb=SoCD67M34ddr0JyT9B0DbzkdCdPP&fccid=ca121d3aa084ea10&cmp=Rockwood-Retirement-Communities&ti=Dishwasher&vjs=3,14Days
Cochrane & Co,Accounting Representative,"Spokane, WA 99224 
(West Hills area)",,https://www.indeed.com/rc/clk?jk=8853885c3dc95d0d&bb=PDEcVaZcv7mwK20ZERWI_s7FetafPHL38vPCs_nMDxGF08SR-WSnylsSiBo3J85tcWT8gPmy9N8aIk-EB8XdfuxjB2WaNg6ITpRwEqLP9L0O6rWFxBshC-QW0SgEnJGG&xkcb=SoA367M34ddr0JyT9B0CbzkdCdPP&fccid=c9a2d684f73d21cb&vjs=3,14Days
Refugee and Immigrant Connections Spokane,Program Assistant,"Spokane, WA 99201 
(Riverside area)",,https://www.indeed.com/rc/clk?jk=8459ebf794a8de18&bb=PDEcVaZcv7mwK20ZERWI_lVEd0A9S42isI-tj-KKRBH2cTOv8SUtBj-vKGi3RmC64qGN7pWlcZpUM3nJDYrke-_csNrW0ficaQQf3bzF3GBzqmgw-7M80gSIKcZj8qvw&xkcb=SoCq67M34ddr0JyT9B0BbzkdCdPP&fccid=b5c49d9559007dc6&cmp=Refugee-Connections-Spokane&ti=Program+Assistant&vjs=3,14Days
"Acme Concrete Paving, Inc.",Cement Mason Lead,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=f01c6f8d2fed352c&bb=PDEcVaZcv7mwK20ZERWI_iP6dpacGDTs7ER_oN4-3GW1qievhGWqLgaQRvwxql8zUh5nXeLaloXv78SiyNgMtZNSYVhvHaWfdgmITmfY_lQPxacCQhVxDQpn9jdj_BHw&xkcb=SoCQ67M34ddr0JyT9B0HbzkdCdPP&fccid=48bac6a7e2ebd636&vjs=3,14Days
Arborpro Lawn and Tree Care,General Laborers,"Spokane, WA 99202 
(East Central area)",,https://www.indeed.com/rc/clk?jk=980c6a14c8d9a259&bb=PDEcVaZcv7mwK20ZERWI_klTmAVJO2bkH-guf-2p1AkW8MwC-VehSvBiHXzuPM2u2hUYUKpJSVjNDRsrcB9xnZrfx20suHceyBeUSJAx7t5JdKECe5MC17ROaKeF44vf2IXlR6CBxhw%3D&xkcb=SoAk67M34ddr0JyT9B0GbzkdCdPP&fccid=05e01b27bae3ee4f&cmp=Arborpro-Lawn-and-Tree-Care&ti=Laborer&vjs=3,14Days
Catholic Charities Eastern Washington,Maintenance Technician - Part Time,"Spokane, WA 99210",,https://www.indeed.com/rc/clk?jk=452bab28f61318b5&bb=PDEcVaZcv7mwK20ZERWI_rXstiYk3TTBmNSklRbqaed_JHIcCgKyS-h_fhDtgHvRDOjrU5fWwRG0u-H9xXCkYqKGPVz0RWyZcrtLfUzZi7tqSFw1f7pyFhGXfRqLxoll&xkcb=SoC567M34ddr0JyT9B0FbzkdCdPP&fccid=5ed4b0aae849a20f&vjs=3,14Days
Emperion,Clinic Coordinator 1,"Spokane, WA 99201",,https://www.indeed.com/rc/clk?jk=72f10e02fe7e2623&bb=yTc1MPlOQp4SwFy4PiMAg3SmJdM3iJxS8x-r33rsbX9dYZ-tazH6wUuxJOSGwavuIWklwEWEm2P90ScGfLDgyrNr-AL3jh92yVdc28hihvuIjgpUUm9Jnw4i1OEc5Dn6&xkcb=SoBQ67M34dd80VRUKZ0LbzkdCdPP&fccid=874bbf213663066b&vjs=3,14Days
Grease Monkey Rollingstock,Automotive Center Manager,"Spokane, WA 99218",,https://www.indeed.com/rc/clk?jk=edf0fc6170edd1d6&bb=yTc1MPlOQp4SwFy4PiMAg_DuYThLPUDC9mC_SdXNW-W_sWCDUKWRw92Pho2Zu2QNhdfj9ercPhdSEZmC2XGh6xo-mY1X5i2HHz1YrYD_tf4HhwIhJUHdc-_og1yJytxi&xkcb=SoDk67M34dd80VRUKZ0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,14Days
Novus Glass USA,Auto Glass Technician,"Spokane, WA 99206",,https://www.indeed.com/rc/clk?jk=ebb4ad32b9626870&bb=yTc1MPlOQp4SwFy4PiMAg1RAODYjFf6Dfpw2X_JxkUbZceSVmsno2-B9I_d-JEpo6d80ZfgmxUaeGaof_8AYgOftkeNXHNSVVKI5oYaAPKfx_u_-3rrqT9e91ymkyFCKtYIWIXIFVLk%3D&xkcb=SoB567M34dd80VRUKZ0JbzkdCdPP&fccid=334ea401a86eb439&cmp=Novus-Glass&ti=Automotive+Glass+Technician&vjs=3,14Days
Grid Mark Signs,Image / Sign Installer,"Spokane, WA 99217 
(Nevada-Lidgerwood area)",,https://www.indeed.com/rc/clk?jk=17b34b725aa28ccf&bb=yTc1MPlOQp4SwFy4PiMAg25KzaxOkUFmTTLuyCz8YhljbgoQb9if6AkVhFqGBylDFevHIxCa9aQoEWYGHpEwqBF99iMqeavAC5h4GfitBsq1PzCH3_h7Ng_aLGgYTQZT&xkcb=SoDN67M34dd80VRUKZ0IbzkdCdPP&fccid=8c950e96478c83a1&cmp=Grid-Mark-Signs&ti=Installer&vjs=3,14Days
NAPA,Store Delivery Driver,"Spokane, WA 99202 
(East Central area)",,https://www.indeed.com/rc/clk?jk=2b6365968892e3e4&bb=yTc1MPlOQp4SwFy4PiMAg0O4-wpkcd3-HIBQ8lOTw8LPc5FnTQXRiFNGcvpjcxFnOC0A4j-DyxCW3AFIkkL_6Q8ZPkNHpZt8R6HsZyxtSCJ7dY9Uk_mE211RLNQhqcTp&xkcb=SoD367M34dd80VRUKZ0ObzkdCdPP&fccid=3cb85b9ae156e8d0&vjs=3,14Days
Seattle Public Schools,Seattle Public Schools - Special Education Teaching Opportunities,"Spokane, WA 99216",,https://www.indeed.com/rc/clk?jk=9e1cd336b3a4cc05&bb=yTc1MPlOQp4SwFy4PiMAg_DAIeTaxNADB9pL-SITc3EFJnVyC20dX9q80y7sP1EOd46P9spgQOwUD8XBCToPzt4bhQ8PhNMQdAvhCee6M6dOF2U5FAsnC-AH8x-NxReQ&xkcb=SoBq67M34dd80VRUKZ0NbzkdCdPP&fccid=0501c37a3f0352b8&cmp=Seattle-Public-Schools&ti=Special+Education+Teacher&vjs=3,14Days
"CityServiceValcon, LLC",Fuel/Propane/Lubricant Delivery Driver,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=5cf0afd9a45c5bfe&bb=yTc1MPlOQp4SwFy4PiMAg90HTllEX4CE8ltejiHYMZSRdeksubtyiTq3la7q9rIofnPdXCSoNsxCbrouF-4jI4afUmC2JjwhXRmcNgic8NlG_Cjv13u6M2ss6UMdqoA4&xkcb=SoDe67M34dd80VRUKZ0MbzkdCdPP&fccid=2a8cbcda838e8acc&vjs=3,14Days
EquipmentShare,Sales Manager,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=72fe58b9892316c8&bb=yTc1MPlOQp4SwFy4PiMAg6breyK3nDPBTo3HlkulwSu2YJtYuY66O30zkEAk-JN8y2Uja39lVyzbsXBOSAIpUKX4XAp43JY917VbGdPEQzT8a5w6NFm5FA9-jHh-4lT0&xkcb=SoA367M34dd80VRUKZ0DbzkdCdPP&fccid=492545f4ad8a4cbb&vjs=3,14Days
Kenworth Sales CO,Outside Rental Sales Representative,"Spokane, WA 99212",,https://www.indeed.com/rc/clk?jk=219c1d537fa458c0&bb=yTc1MPlOQp4SwFy4PiMAg25KzaxOkUFmj5CdDtLJmU2XHPyj5xOgFkZZqvUcNzhHmXsFpkZVWE9mZZDCQHpbyQBJOVLkdcuG22ibFiDdyQZx9GXgfTyAP3KeZD2z9Zay&xkcb=SoCD67M34dd80VRUKZ0CbzkdCdPP&fccid=0d90f3410883d36d&vjs=3,14Days
Goodwill Industries of the Inland Northwest,Donor Services Associate I,"Spokane, WA 99223 
(Lincoln Heights area)",,https://www.indeed.com/rc/clk?jk=df803d7360183fbc&bb=yTc1MPlOQp4SwFy4PiMAg6crsWhIEAyTxmEfTK1Oxxyo5Jk7tfqI16xOmO96kDj3hN03TjoFTUm47lgVaUfFyPvof0wUaK91Nk7O5X3toSvQddIDC2KrFF5iRMknHv4C&xkcb=SoAe67M34dd80VRUKZ0BbzkdCdPP&fccid=17a3b87fb92b330b&vjs=3,14Days
C&H Foreign Auto Repair,Auto Repair Service Advisor,"Spokane, WA 99207",,https://www.indeed.com/rc/clk?jk=b289d4783c472cee&bb=yTc1MPlOQp4SwFy4PiMAg54CRMrEtvGY6qTwYZ5m2XW1LGFFXX83Xh6LzD4zIxJw3ozIxqfxbiINbV3g17CBmo1mLNrBbYvhwEcocb3tXKeUZ3HosZeezxwRBBBq6Doy&xkcb=SoCq67M34dd80VRUKZ0AbzkdCdPP&fccid=9aad5225fefa942b&vjs=3,14Days
ARTHRITIS NORTHWEST,Medical Records Clerk,"Spokane, WA 99204 
(Cliff-Cannon area)",,https://www.indeed.com/rc/clk?jk=e5bb3331a7c572c6&bb=yTc1MPlOQp4SwFy4PiMAgxSxTolWv8WL8ALnT9d0VyylJjN1LzKOIMwOcW8j1pC-LfM-svz5eCLK64kLFQ7ISswGjTkXaFWZfRE4_4_zdQApOjgAT3HVq36Z7-U3J_Hk_WDQvOpeW08%3D&xkcb=SoAk67M34dd80VRUKZ0HbzkdCdPP&fccid=7608d3d05fd25930&cmp=Arthritis-Northwest%2C-PLLC&ti=Medical+Records+Clerk&vjs=3,14Days
Pioneer Commercial Cleaning,Best Cleaning Job Ever!,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=f944e824bc821d19&bb=yTc1MPlOQp4SwFy4PiMAg8wGb5TJ_OAPkhPKPjpDLLeWQ1siPSpDiZIAh47G2aw1QSuroWB0BHd5sYpJ301VElwCizYytl6wMejEyX3X8iBNNezYXRjt1lD6itoJn9eQsgiyJ_0UxQU%3D&xkcb=SoCQ67M34dd80VRUKZ0GbzkdCdPP&fccid=38a27fe17167fc9e&cmp=Pioneer-Commercial-Cleaning&ti=Cleaner&vjs=3,14Days
UVA Health,Business Analyst -Business5673,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=1688bd4b5e661b36&bb=yTc1MPlOQp4SwFy4PiMAgwbg9Qs6fSETyPLyoRC4bWbupgQEU5bxSt99TVRLJCKrky1lbLZ0Pb7OYitumBJLE-O87sEu3vy38NwQVhmgO5NujRuczvd_9u7p_Cwo7AOg&xkcb=SoAN67M34dd80VRUKZ0FbzkdCdPP&fccid=6677c9617992ee39&vjs=3,14Days
Chipotle,Miembro de personal,"Spokane, WA 99224",,https://www.indeed.com/rc/clk?jk=d3ca7b2fdabf21ff&bb=4xIH1JCMpLA6uB7mJR_ZFB88VQrCV_2P229ZduS0ygORL0vLxqO0PhB8-5qDxo0mrW8oH41FgI0ahCxyPDvoYDNl5WY2nSaisBGerc2rrm6_NRpCt1dVNA%3D%3D&xkcb=SoB267M34deOJ1y4Qh0PbzkdCdPP&fccid=8e9ae7de18dcd13e&vjs=3,14Days
Boston's Pizza,Bartender,"Spokane, WA 99216",,https://www.indeed.com/rc/clk?jk=c2044d275c64dd68&bb=4xIH1JCMpLA6uB7mJR_ZFLoHuHK2GvYEOqfLZXLgGsYPLVyv2tSuw3qIvsispi1yzS6rsIecMGcezZ-ysgUPu8L_kb5DgPVOoM5PordI6frJsCREVvmOtndSAwgFb_nC&xkcb=SoDC67M34deOJ1y4Qh0ObzkdCdPP&fccid=c1b1b03bc22e7808&vjs=3,14Days
Regency at Northpointe,Housekeeper,"Spokane, WA 99218",,https://www.indeed.com/rc/clk?jk=2634631afc81006f&bb=4xIH1JCMpLA6uB7mJR_ZFCAwM2XZDET7iZoHWy5qu99lOj6zdKxnbUHY8PY5-k-C4JfksdVfMGX79unp_WNbppHziH68vceZS_hs8WauZhGDjowVVC3TfqxHU-TGB_Jw&xkcb=SoBf67M34deOJ1y4Qh0NbzkdCdPP&fccid=c7aa8e9682007f1d&vjs=3,14Days
The Fitness Center Inc.,Child Care Attendant,"Spokane, WA 99216",,https://www.indeed.com/rc/clk?jk=10de622518193639&bb=4xIH1JCMpLA6uB7mJR_ZFPVWGj5uRiyb3sNYyXeJluDvzKAyvi2ZyFitGprQ9_zSVV8tCNuRVSaj6Q4euOwpIJi4xP12atXECGTqkDkLhf4hLdBCk96azg4Bp8Lii9Qt&xkcb=SoDr67M34deOJ1y4Qh0MbzkdCdPP&fccid=2d038983f099c589&cmp=The-Fitness-Center-Inc.&ti=Childcare+Provider&vjs=3,14Days
Big Brothers Big Sisters of the Inland Northwest,Engagement Specialist,"Spokane, WA 99207 
(Logan area)",,https://www.indeed.com/rc/clk?jk=7405c10f12fbade7&bb=4xIH1JCMpLA6uB7mJR_ZFLzF5sgGzJlHNYyO3q9By_ztNPNyz8KaVWV5SAVXFGdlIosNrvESSwHtlMN2Bw7Od7REvnOJowALioEHBwx2Medy8rBdNIzHtX0enIVcH5_k&xkcb=SoAC67M34deOJ1y4Qh0DbzkdCdPP&fccid=6387c587205c06f1&cmp=Big-Brothers-Big-Sisters-of-the-Inland-Northwest&ti=Engagement+Specialist&vjs=3,14Days
Behavioral Health Solutions,Spokane - Behavioral Health Care Coordinator,"Spokane, WA 99201",,https://www.indeed.com/rc/clk?jk=ae6331b2ecb08726&bb=4xIH1JCMpLA6uB7mJR_ZFNOkuUMnS68TCmtfRbRiTSnz92p-Ji5Y9qXKegp5gU_VDvLqF-iIZl3Js7R3gl6dp9rLYNuMeehYvxxDaUiYW3_NLkJXtQM1Q076fArITmC9&xkcb=SoC267M34deOJ1y4Qh0CbzkdCdPP&fccid=961c414029fbd84a&vjs=3,14Days
Wingstop 728 - Newport,Crew Member,"Spokane, WA 99218",,https://www.indeed.com/rc/clk?jk=c0c7ea515036864f&bb=4xIH1JCMpLA6uB7mJR_ZFL-JJ0cNvaMFJy3RvhkbX9-h7481svc1opqrPZwNpEWVch2OmEYy0PEh2g9mExLBlHzMolV6lZNqhJvVqMnNnae2yWHJPWQuPWKrKSmq_Juj&xkcb=SoAr67M34deOJ1y4Qh0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,14Days
Boston's Pizza,Host,"Spokane, WA 99216",,https://www.indeed.com/rc/clk?jk=b64063942aa7b76c&bb=4xIH1JCMpLA6uB7mJR_ZFOExOxEAhAGBHyy0Zw3L2wrhnBKam8X_VAot7H7-bviAts0dzTGMQwTtTir3UXcTM9WL6kmvcwij8tCoSyoB1K09RBiVMUh1-Tn9wDnMePMT&xkcb=SoCf67M34deOJ1y4Qh0AbzkdCdPP&fccid=c1b1b03bc22e7808&vjs=3,14Days
Rockwood Clinic,Patient Experience Representative II,"Spokane, WA 99201",,https://www.indeed.com/rc/clk?jk=45164c211079a31b&bb=4xIH1JCMpLA6uB7mJR_ZFPyciSMXotiUqpbt8x-uSRg6RoCt-0dfpv2s9LPrkuMVqrLs929VM7WM0r4XdpeRFObq3T9vX-fCCRoHpNyGxubZPHCS_vyadA%3D%3D&xkcb=SoAR67M34deOJ1y4Qh0HbzkdCdPP&fccid=26ee6e42d73a12ff&vjs=3,14Days
Washington Trust Bank,Private Banking Client Service Associate II,"Spokane, WA 99201 
(Riverside area)",,https://www.indeed.com/rc/clk?jk=414c094618985eaa&bb=4xIH1JCMpLA6uB7mJR_ZFJDZKjvl0XA8g2OLUwcY25YyFp0fRkoSUNM4W2auwYoQFc_XzI4cP8-pUEpfmcuUEivMxNLp2M3zCVVyx5cqa5RsuvwtH1sdvQ%3D%3D&xkcb=SoCl67M34deOJ1y4Qh0GbzkdCdPP&fccid=db724ae80c731919&vjs=3,14Days
All Valley Demolition & Environmental Services LLC,Asbestos Worker,"Spokane, WA 99217",,https://www.indeed.com/rc/clk?jk=52f8f2b5065e6e00&bb=4xIH1JCMpLA6uB7mJR_ZFM54WjhUQ7inMi-xMzzl-mO9BvIi5DBlUXaQZH7moaQtfFthpwb4jdNxedFdzxOFILWdJmSP1pN_Drjq1ku7Xjj2XCraX13ctPZd3b3rtERY&xkcb=SoA467M34deOJ1y4Qh0FbzkdCdPP&fccid=163bab8e9bf51624&cmp=All-Valley-Demolition-%2526-Environmental-Services-LLC&ti=Asbestos+Worker&vjs=3,14Days
Spokane Pediatric Dentistry,Patient Care Coordinator,"Spokane, WA 99208 
(Balboa-South Indian Trail area)",,https://www.indeed.com/rc/clk?jk=3e5f97e21ac4c1dc&bb=4xIH1JCMpLA6uB7mJR_ZFN4JfPPg5zr37aULY_LkjSmwnZteshCKeXXrNPH6XotvDwntfgVrVIeZ8e40jXXPdN333-yxj56WJ55LxLDDQBLoOdge7epWJ-kF9zCzOZIz&xkcb=SoCM67M34deOJ1y4Qh0EbzkdCdPP&fccid=c5c1c4daef3525e3&vjs=3,14Days
Wendy's,Wendy's Opening Team Member,"Spokane, WA 99223 
(Moran Prairie area)",,https://www.indeed.com/rc/clk?jk=fc35d6b572cbc459&bb=4xIH1JCMpLA6uB7mJR_ZFM54WjhUQ7inzCNBIsYj4VkVwG9J-gKE5JrPByz3ClTJwnirbezcR7OpxOOlyjAEpVa0M8pBLIa0u3ZQBomcEC89RBGIqbVaUbS3wv0_3y2U&xkcb=SoCr67M34deOJ1y4Qh0bbzkdCdPP&fccid=bf3eb334a33e35d2&vjs=3,14Days
First Choice Health,CUSTOMER CARE REPRESENTATIVE I,"Spokane, WA 99201",,https://www.indeed.com/rc/clk?jk=cba27d610e1fe823&bb=4xIH1JCMpLA6uB7mJR_ZFPF168Z2dAFnTNWpVSSGLZdbiyrUzPqO1h_yzoh00EF2_oQctqpoS-zRvQVtcdb_xTL9WQ1mJ-5ynkfi3GvMUymJExDCarEzEwYXAXgs5bqH&xkcb=SoAf67M34deOJ1y4Qh0abzkdCdPP&fccid=5a5e9a43a54456e5&vjs=3,14Days
YMCA of The Inland Northwest,Lifeguard - Central Branch,"Spokane, WA 99201 
(Riverside area)",,https://www.indeed.com/rc/clk?jk=9d86f9e252639ef8&bb=4xIH1JCMpLA6uB7mJR_ZFOcmc4Ur0rS0ioVyg6r5wfAt_vQofbS-dI1h5DiM1EZZHevX9TuBXZIi4giD1tBaonb1smKfnbqaUHhlnh9uGFuQYjEgfvkiWlW6xOiFf84-&xkcb=SoCC67M34deOJ1y4Qh0ZbzkdCdPP&fccid=cff6c2b12d7dc183&vjs=3,14Days
Bethany Place,Housekeeper at Assisted Living Facility,"Spokane, WA 99206",,https://www.indeed.com/rc/clk?jk=3a95f1da8b60ee19&bb=1KkX101SYmdndv7rnvD4f_tgNw1-dBZq3C5GTYK6fRV-KGzN87Ex4nwEysd17AQWUBxrAd6jPXYHFF5gicK4kBoKqutehte6vjziZMW_ickzgyxVAxx50b_An-7H9btE&xkcb=SoDS67M34deeFwQEFR0LbzkdCdPP&fccid=fdb3f170d0adce0f&cmp=Upriver-Place&ti=Housekeeper&vjs=3,14Days
Subway - 10364-0,Sandwich Artist ®,"Spokane, WA 99203",,https://www.indeed.com/rc/clk?jk=14ca3fd8025183df&bb=1KkX101SYmdndv7rnvD4f-Zl5flpweR9Ue4A_E44I2fng93lSH5GqjEie7H95b-4xVi62XfXFH2POOr8L0feisKfeZLLsEvf9EZch_KndlzrYxVc3yTBGiMeE-wqOve4&xkcb=SoBm67M34deeFwQEFR0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,14Days
Scandinavian Designs - Dania Furniture,Warehouse Delivery Driver,"Spokane, WA 99201 
(Riverside area)",,https://www.indeed.com/rc/clk?jk=d58fb5d3c9769c37&bb=1KkX101SYmdndv7rnvD4fyAic5jKZRPP8Y1NNX4jJJ261B03iELe6UWNsdZCgLTq7g2XQRcKR0vkkX-6a8W0VlVQ-1Ob-EDXFaQ34QyM4fPtzFgXTaBvyBbjkEAZzm-8&xkcb=SoD767M34deeFwQEFR0JbzkdCdPP&fccid=bf385ace842a4f25&vjs=3,14Days
The Transition House Inc.,FT Resident Monitor,"Spokane, WA 99204",,https://www.indeed.com/rc/clk?jk=4fa31f934f1ed5e9&bb=1KkX101SYmdndv7rnvD4f3_XACNH4yEHAy-wy6yXvya9V_niknPlt9UtoiaL-FILtIc33Qa6r7_jZ8hn2mADEVqlUBAqJ8yj2I3_MgxtXpQgAs7jsbsmTCvMjeTZXIJ5&xkcb=SoBP67M34deeFwQEFR0IbzkdCdPP&fccid=74ef9164b7bc8dd1&vjs=3,14Days
Associated Builders and Contractors Inland Pacific...,Administrative Assistant,"Spokane, WA 99202 
(East Central area)",,https://www.indeed.com/rc/clk?jk=e54e2fbdc6675606&bb=1KkX101SYmdndv7rnvD4fz4UepKiQYtdBk0QbN9spcezqQ4qiuHqyG6_FyHfWC981dtGo_w_K6dpRgSIjdHqP0tThtk0aIMrToPN0AP4LcMqFH2B32Sw92Cn0iQi2qAX&xkcb=SoDB67M34deeFwQEFR0PbzkdCdPP&fccid=6b9af2b70a0563be&cmp=Associated-Builders-and-Contractors-Inland-Pacific-Chapter%2C-Inc.&ti=Administrative+Assistant&vjs=3,14Days
PNW Helping Hands,Part Time Maintenance Technician 20/30 Hours Per Week,"Spokane, WA",,https://www.indeed.com/rc/clk?jk=bea2d4ac8bdd89c0&bb=1KkX101SYmdndv7rnvD4f7Ym5DbNfErl7MEG0ED5s94rEDy7DZMSmF31VmG8ipJ0seDtSBf-ARjCdznNxH-FddPc6dsZvs74pksJo73ixBE2o1EgXxhhk-LDtzATGcOB&xkcb=SoB167M34deeFwQEFR0ObzkdCdPP&fccid=69067456d712a1c2&cmp=PNW-Helping-Hands&ti=Maintenance+Technician&vjs=3,14Days
NonStop Local KHQ,Multimedia Journalist/Reporter KHQ,"Spokane, WA 99201 
(Riverside area)",,https://www.indeed.com/rc/clk?jk=1ff63488749e31ca&bb=1KkX101SYmdndv7rnvD4fxvjiN0W0aOKFy4mojlNpXKNciFJgFifCeITA6iqDEf1Ho6gShSius1jW2uqJ3EUHLnSr9hVN2DwpDa19fwYqmoK6WURbx1Faij2P2hri2o2&xkcb=SoDo67M34deeFwQEFR0NbzkdCdPP&fccid=1eb38ac61bb6cb8f&cmp=KHQ--TV&ti=Journalist&vjs=3,14Days
Jetseal Inc.,Machine Operator,"Spokane, WA 99206",,https://www.indeed.com/rc/clk?jk=1d926f04bc14d7ad&bb=1KkX101SYmdndv7rnvD4fxky0RXPoc4Ph_ojOh-8Rn_my_LiDAf4eG4boqwDZvJfVEYa7yGumcDw3Mue3UiV03Fd4ODMFPs0X5Jzu61FONAa_9IZj6zbKesLRG7c_97z&xkcb=SoBc67M34deeFwQEFR0MbzkdCdPP&fccid=85ff92a945ba7398&vjs=3,14Days
Goodwill Industries of the Inland Northwest,"Facility Associate - Spokane, WA (South Hill)","Spokane, WA",,https://www.indeed.com/rc/clk?jk=7c88f5b35d34d67a&bb=1KkX101SYmdndv7rnvD4f5jGu_hdYFtZBCyBfoFK5T-uF17kmhbT6cJ0oBM65zHlU96FwEz8iW9Oe9r74TRTxkzIyo3wVHOfU-X4qGwf1h5dj9CyHsbRb-51ofuDXtfE&xkcb=SoAB67M34deeFwQEFR0CbzkdCdPP&fccid=17a3b87fb92b330b&cmp=Goodwill-Industries-of-the-Inland-Northwest&ti=Facilities+Associate&vjs=3,14Days
Caldera Care,Housekeeping Floor Tech,"Spokane, WA 99208",,https://www.indeed.com/rc/clk?jk=44b133bb000673d2&bb=1KkX101SYmdndv7rnvD4f_tgNw1-dBZqwZPF6OhDKFqp3EAfhfFOdVukC3ONEX9uvgQiyVV9v2DAxdpPcmkWdWbP-oKfUnoNX-PquOqb4unoJCoCaYMVpvUPi2bT-Foo&xkcb=SoCc67M34deeFwQEFR0BbzkdCdPP&fccid=e13506d22bb02199&vjs=3,14Days
